	word	phonemes	strs pat	syl num	pos_tag
15733	unsupported	['AH0', 'N', 'S', 'AH0', 'P', 'AO1', 'R', 'T', 'IH0', 'D']	(0, 1, 0, 1)	4	JJ
15734	unsurpassed	['AH2', 'N', 'S', 'ER0', 'P', 'AE1', 'S', 'T']	(1, 0, 1)	3	JJ
15735	unsuspect	['UW1', 'N', 'S', 'AH0', 'S', 'P', 'AH0', 'CH', 'T']	(1, 0, 1)	3	JJ
15736	unsuspected	['AH2', 'N', 'S', 'AH0', 'S', 'P', 'EH1', 'K', 'T', 'IH0', 'D']	(1, 0, 1, 0)	4	JJ
15737	unsuspecting	['AH2', 'N', 'S', 'AH0', 'S', 'P', 'EH1', 'K', 'T', 'IH0', 'NG']	(1, 0, 1, 0)	4	JJ
15738	unsustained	['UW1', 'N', 'S', 'UW1', 'S', 'T', 'EY1', 'N', 'IH0', 'D']	(1, 0, 1, 0)	4	JJ
15739	untamed	['AH1', 'N', 'T', 'AH0', 'M', 'AH0', 'D']	(1, 0, 1)	3	JJ
15740	untasted	['AH0', 'N', 'T', 'AH0', 'S', 'T', 'AH0', 'D']	(0, 1, 0)	3	JJ
15741	untaught	['AH1', 'N', 'T', 'AO1', 'G', 'HH', 'T']	(1, 0)	2	JJ
15742	unterrified	['AH1', 'N', 'T', 'EH1', 'IY0', 'IH0', 'F', 'IY0', 'D']	(1, 0, 1, 0, 1)	5	JJ
15743	untethered	['AH0', 'N', 'T', 'IH0', 'TH', 'EH1', 'R', 'EH1', 'D']	(0, 1, 0, 1)	4	JJ
15744	unthinking	['AH0', 'N', 'TH', 'IH1', 'NG', 'K', 'IH0', 'NG']	(0, 1, 0)	3	VBG
15745	unthought	['UW1', 'N', 'T', 'HH', 'AW1', 'JH', 'HH', 'T']	(1, 0)	2	JJ
15746	unthrone	['AH0', 'N', 'T', 'HH', 'R', 'AH0', 'N']	(0, 1)	2	NN
15747	untidy	['AH0', 'N', 'T', 'AY1', 'D', 'IY0']	(0, 1, 0)	3	NN
15748	untie	['AH0', 'N', 'T', 'AY1']	(0, 1)	2	NN
15749	untied	['AH0', 'N', 'T', 'AY1', 'D']	(0, 1)	2	JJ
15750	unties	['AH0', 'N', 'T', 'IY1', 'S']	(0, 1)	2	NNS
15751	until	['AH0', 'N', 'T', 'IH1', 'L']	(0, 1)	2	IN
15752	unto	['AH1', 'N', 'T', 'UW0']	(1, 0)	2	IN
15753	untold	['AH0', 'N', 'T', 'OW1', 'L', 'D']	(0, 1)	2	JJ
15754	untouchable	['AH0', 'N', 'T', 'AH1', 'CH', 'AH0', 'B', 'AH0', 'L']	(0, 1, 0, 1)	4	JJ
15755	untouched	['AH0', 'N', 'T', 'AH1', 'CH', 'T']	(0, 1)	2	JJ
15756	untoward	['AH0', 'N', 'T', 'UW0', 'AO1', 'R', 'D']	(0, 1, 0)	3	NN
15757	untractable	['AH0', 'N', 'T', 'R', 'AH0', 'SH', 'T', 'AE1', 'B', 'L']	(0, 1, 0)	3	JJ
15758	untrained	['AH0', 'N', 'T', 'R', 'EY1', 'N', 'D']	(0, 1)	2	JJ
15759	untravelled	['UW1', 'N', 'T', 'R', 'AA1', 'V', 'AH0', 'Y', 'EH1', 'D']	(1, 0, 1, 0)	4	JJ
15760	untried	['AH0', 'N', 'T', 'R', 'AY1', 'D']	(0, 1)	2	JJ
15761	untrod	['AH0', 'N', 'T', 'R', 'AH0', 'D']	(0, 1)	2	NN
15762	untroubled	['AH0', 'N', 'T', 'R', 'AH1', 'B', 'AH0', 'L', 'D']	(0, 1, 0)	3	JJ
15763	untrue	['AH0', 'N', 'T', 'R', 'UW1']	(0, 1)	2	JJ
15764	untuned	['AH0', 'N', 'T', 'UW1', 'N', 'AH0', 'D']	(0, 1, 0)	3	JJ
15765	untwisting	['UW1', 'N', 'T', 'W', 'IH0', 'S', 'T', 'IH1', 'NG']	(1, 0, 1)	3	VBG
15766	unused	['AH0', 'N', 'Y', 'UW1', 'Z', 'D']	(0, 1)	2	JJ
15767	unusual	['AH0', 'N', 'Y', 'UW1', 'ZH', 'AH0', 'W', 'AH0', 'L']	(0, 1, 0, 1)	4	JJ
15768	unusually	['AH0', 'N', 'Y', 'UW1', 'ZH', 'AH0', 'W', 'AH0', 'L', 'IY0']	(0, 1, 0, 1, 0)	5	RB
15769	unutterable	['UW1', 'N', 'UW1', 'SH', 'IH0', 'R', 'AE1', 'B', 'L']	(1, 0, 1, 0)	4	JJ
15770	unvanquished	['UW1', 'N', 'V', 'AA1', 'N', 'CH', 'IH0', 'SH', 'EH1', 'D']	(1, 0, 1, 0)	4	JJ
15771	unveil	['AH0', 'N', 'V', 'EY1', 'L']	(0, 1)	2	NN
15772	unveiled	['AH0', 'N', 'V', 'EY1', 'L', 'D']	(0, 1)	2	VBD
15773	unveiling	['AH0', 'N', 'V', 'EY1', 'L', 'IH0', 'NG']	(0, 1, 0)	3	VBG
15774	unveils	['AH0', 'N', 'V', 'EY1', 'L', 'Z']	(0, 1)	2	NNS
15775	unvisited	['AH0', 'N', 'V', 'IH1', 'S', 'IH1', 'T', 'AH0', 'D']	(0, 1, 0, 1)	4	JJ
15776	unvoyageable	['UW1', 'N', 'V', 'OY1', 'JH', 'IY1', 'B', 'L']	(1, 0, 1)	3	JJ
15777	unwakened	['AH0', 'N', 'W', 'AA1', 'K', 'AH0', 'N', 'IH0', 'D']	(0, 1, 0, 1)	4	JJ
15778	unwarranted	['AH0', 'N', 'W', 'AO1', 'R', 'AH0', 'N', 'T', 'IH0', 'D']	(0, 1, 0, 1)	4	JJ
15779	unwary	['AH0', 'N', 'W', 'EH1', 'R', 'IY0']	(0, 1, 0)	3	JJ
15780	unwearied	['AH1', 'N', 'W', 'IY1', 'R', 'IY0', 'D']	(1, 0, 1)	3	JJ
15781	unweeting	['AH1', 'N', 'W', 'IY1', 'T', 'IH1', 'NG']	(1, 0, 1)	3	VBG
15782	unwelcome	['AH0', 'N', 'W', 'EH1', 'L', 'K', 'AH0', 'M']	(0, 1, 0)	3	JJ
15783	unwieldy	['AH0', 'N', 'W', 'IY1', 'L', 'D', 'IY0']	(0, 1, 0)	3	NN
15784	unwilling	['AH0', 'N', 'W', 'IH1', 'L', 'IH0', 'NG']	(0, 1, 0)	3	JJ
15785	unwise	['AH0', 'N', 'W', 'AY1', 'Z']	(0, 1)	2	JJ
15786	unwiser	['AH0', 'N', 'W', 'IH1', 'S', 'AH0', 'R']	(0, 1, 0)	3	NN
15787	unworshipt	['AH1', 'N', 'W', 'OW0', 'R', 'S', 'HH', 'IH1', 'P', 'T']	(1, 0, 1)	3	NN
15788	unworthy	['AH0', 'N', 'W', 'ER1', 'DH', 'IY0']	(0, 1, 0)	3	JJ
15789	unwounded	['AH0', 'N', 'W', 'AW1', 'N', 'D', 'AH0', 'D']	(0, 1, 0)	3	JJ
15790	unwrap	['AH0', 'N', 'R', 'AE1', 'P']	(0, 1)	2	NN
15791	unwrapped	['AH0', 'N', 'R', 'AE1', 'P', 'T']	(0, 1)	2	JJ
15792	unwrapping	['AH0', 'N', 'R', 'AE1', 'P', 'IH0', 'NG']	(0, 1, 0)	3	VBG
15793	unzip	['AH0', 'N', 'Z', 'IH1', 'P']	(0, 1)	2	NN
15794	up	['AH1', 'P']	(1,)	1	RB
15795	upbore	['AH0', 'P', 'B', 'OW0', 'R']	(0, 1)	2	NN
15796	upborne	['AH0', 'P', 'B', 'OW1', 'R', 'N']	(0, 1)	2	JJ
15797	upbraid	['AH1', 'P', 'B', 'R', 'EY2', 'D']	(1, 0)	2	NN
15798	upbraided	['AH0', 'P', 'B', 'R', 'EY1', 'D', 'IH0', 'D']	(0, 1, 0)	3	JJ
15799	upbraids	['AH0', 'P', 'B', 'R', 'EY1', 'D', 'S']	(0, 1)	2	NNS
15800	updating	['AH0', 'P', 'D', 'EY1', 'T', 'IH0', 'NG']	(0, 1, 0)	3	VBG
15801	upf	['AH0', 'P', 'F']	(0,)	1	NN
15802	upgrew	['UW1', 'P', 'JH', 'R', 'EH1', 'W']	(1, 0)	2	NN
15803	upheave	['AH1', 'PH', 'IY1', 'V']	(1, 0)	2	NN
15804	upheaved	['UW1', 'PH', 'IY1', 'V', 'AH0', 'D']	(1, 0, 1)	3	JJ
15805	upheld	['AH0', 'P', 'HH', 'EH1', 'L', 'D']	(0, 1)	2	VBD
15806	uphold	['AH0', 'P', 'HH', 'OW1', 'L', 'D']	(0, 1)	2	JJ
15807	uplift	['AH1', 'P', 'L', 'IH0', 'F', 'T']	(1, 0)	2	NN
15808	uplifted	['AH1', 'P', 'L', 'IH0', 'F', 'T', 'IH0', 'D']	(1, 0, 1)	3	JJ
15809	upon	['AH0', 'P', 'AA1', 'N']	(0, 1)	2	IN
15810	upper	['AH1', 'P', 'ER0']	(1, 0)	2	JJ
15811	upraise	['AH0', 'P', 'R', 'EH1', 'S']	(0, 1)	2	NN
15812	upraised	['AH1', 'P', 'R', 'EH1', 'S', 'EH1', 'D']	(1, 0, 1)	3	VBN
15813	upreared	['UW1', 'P', 'R', 'IY1', 'R', 'EH1', 'D']	(1, 0, 1)	3	JJ
15814	upright	['AH0', 'P', 'R', 'AY1', 'T']	(0, 1)	2	JJ
15815	uprightness	['UW1', 'P', 'R', 'IH1', 'G', 'HH', 'T', 'N', 'IH0', 'SH']	(1, 0, 1)	3	NN
15816	uprising	['AH0', 'P', 'R', 'AY1', 'Z', 'IH0', 'NG']	(0, 1, 0)	3	VBG
15817	uproar	['AH1', 'P', 'R', 'AO2', 'R']	(1, 0)	2	NN
15818	uprolled	['AH0', 'P', 'R', 'OW1', 'Y', 'AH0', 'D']	(0, 1, 0)	3	JJ
15819	uproot	['AH0', 'P', 'R', 'UW1', 'T']	(0, 1)	2	NN
15820	uprooted	['AH0', 'P', 'R', 'UW1', 'T', 'IH0', 'D']	(0, 1, 0)	3	VBN
15821	ups	['AH1', 'P', 'S']	(1,)	1	NNS
15822	upset	['AH0', 'P', 'S', 'EH1', 'T']	(0, 1)	2	NN
15823	upside	['AH1', 'P', 'S', 'AY1', 'D']	(1, 0)	2	RB
15824	upsprung	['UW1', 'P', 'S', 'P', 'R', 'UW1', 'NG']	(1, 0)	2	NN
15825	upstaid	['UW1', 'P', 'S', 'T', 'EH1', 'D']	(1, 0)	2	NN
15826	upstairs	['AH0', 'P', 'S', 'T', 'EH1', 'R', 'Z']	(0, 1)	2	RB
15827	upstart	['AH1', 'P', 'S', 'T', 'AA2', 'R', 'T']	(1, 0)	2	NN
15828	upstays	['UW1', 'P', 'S', 'T', 'EY1', 'S']	(1, 0)	2	NNS
15829	upstood	['AH0', 'P', 'S', 'T', 'UW1', 'D']	(0, 1)	2	NN
15830	uptore	['AH0', 'P', 'T', 'OW0', 'R']	(0, 1)	2	NN
15831	upturn	['AH0', 'P', 'T', 'ER1', 'N']	(0, 1)	2	NN
15832	upturned	['AH1', 'P', 'T', 'AH1', 'R', 'N', 'AH0', 'D']	(1, 0, 1)	3	JJ
15833	upturns	['AH1', 'P', 'T', 'ER2', 'N', 'Z']	(1, 0)	2	NNS
15834	upward	['AH1', 'P', 'W', 'ER0', 'D']	(1, 0)	2	RB
15835	upwhirled	['UW1', 'P', 'W', 'HH', 'IH1', 'R', 'L', 'IH0', 'D']	(1, 0, 1)	3	JJ
15836	ur	['ER1']	(1,)	1	NN
15837	urania	['AH1', 'R', 'AH0', 'N', 'AH0']	(1, 0, 1)	3	NN
15838	urchin	['ER1', 'CH', 'AH0', 'N']	(1, 0)	2	JJ
15839	urge	['ER1', 'JH']	(1,)	1	NN
15840	urged	['ER1', 'JH', 'D']	(1,)	1	VBN
15841	urgent	['ER1', 'JH', 'AH0', 'N', 'T']	(1, 0)	2	JJ
15842	urgently	['ER1', 'JH', 'AH0', 'N', 'T', 'L', 'IY0']	(1, 0, 1)	3	RB
15843	urges	['ER1', 'JH', 'AH0', 'Z']	(1, 0)	2	NNS
15844	urgh	['AH1', 'R', 'G', 'HH']	(1,)	1	NN
15845	uric	['Y', 'ER1', 'IH0', 'K']	(1, 0)	2	JJ
15846	uriel	['AH1', 'R', 'IY1', 'L']	(1, 0)	2	NN
15847	urim	['UW1', 'R', 'IH1', 'M']	(1, 0)	2	JJ
15848	urns	['AH0', 'R', 'N', 'S']	(0,)	1	NNS
15849	us	['AH1', 'S']	(1,)	1	PRP
15850	usd	['AH0', 'S', 'D']	(0,)	1	NN
15851	usdon	['AH1', 'S', 'D', 'OW1', 'N']	(1, 0)	2	NN
15852	use	['Y', 'UW1', 'S']	(1,)	1	NN
15853	used	['Y', 'UW1', 'Z', 'D']	(1,)	1	VBN
15854	useful	['Y', 'UW1', 'S', 'F', 'AH0', 'L']	(1, 0)	2	JJ
15855	usefulness	['Y', 'UW1', 'S', 'F', 'AH0', 'L', 'N', 'AH0', 'S']	(1, 0, 1)	3	NN
15856	useless	['Y', 'UW1', 'S', 'L', 'AH0', 'S']	(1, 0)	2	JJ
15857	uses	['Y', 'UW1', 'S', 'AH0', 'Z']	(1, 0)	2	NNS
15858	usest	['UW1', 'S', 'AH0', 'S', 'T']	(1, 0)	2	NN
15859	usher	['AH1', 'SH', 'ER0']	(1, 0)	2	NN
15860	ushered	['AH1', 'SH', 'ER0', 'D']	(1, 0)	2	JJ
15861	ushers	['AH1', 'SH', 'ER0', 'Z']	(1, 0)	2	NNS
15862	ushow	['AH0', 'SH', 'OW1', 'W']	(0, 1)	2	NN
15863	using	['Y', 'UW1', 'Z', 'IH0', 'NG']	(1, 0)	2	VBG
15864	usual	['Y', 'UW1', 'ZH', 'AH0', 'W', 'AH0', 'L']	(1, 0, 1)	3	JJ
15865	usually	['Y', 'UW1', 'ZH', 'AH0', 'W', 'AH0', 'L', 'IY0']	(1, 0, 1, 0)	4	RB
15866	usurp	['Y', 'UW2', 'S', 'ER1', 'P']	(1, 0)	2	VB
15867	usurpation	['Y', 'UW2', 'S', 'ER0', 'P', 'EY1', 'SH', 'AH0', 'N']	(1, 0, 1, 0)	4	NN
15868	usurped	['Y', 'UW2', 'S', 'ER1', 'P', 'T']	(1, 0)	2	JJ
15869	usurper	['UW1', 'S', 'AH1', 'R', 'P', 'IH0', 'R']	(1, 0, 1)	3	NN
15870	usurping	['Y', 'UW2', 'S', 'ER1', 'P', 'IH0', 'NG']	(1, 0, 1)	3	VBG
15871	usurps	['Y', 'UW2', 'S', 'ER1', 'P', 'S']	(1, 0)	2	NN
15872	uthers	['AH0', 'TH', 'IH0', 'R', 'S']	(0, 1)	2	NNS
15873	utilize	['Y', 'UW1', 'T', 'AH0', 'L', 'AY2', 'Z']	(1, 0, 1)	3	VB
15874	utmost	['AH1', 'T', 'M', 'OW2', 'S', 'T']	(1, 0)	2	JJS
15875	utter	['AH1', 'T', 'ER0']	(1, 0)	2	JJ
15876	utterance	['AH1', 'T', 'ER0', 'AH0', 'N', 'S']	(1, 0, 1)	3	NN
15877	utterdst	['UW1', 'EH1', 'EH1', 'R', 'D', 'S', 'T']	(1, 0, 1)	3	NN
15878	uttered	['AH1', 'T', 'ER0', 'D']	(1, 0)	2	JJ
15879	uttering	['AH1', 'T', 'ER0', 'IH0', 'NG']	(1, 0, 1)	3	VBG
15880	utterly	['AH1', 'T', 'ER0', 'L', 'IY0']	(1, 0, 1)	3	RB
15881	uttermost	['AH1', 'EH1', 'EH1', 'R', 'M', 'AH0', 'S', 'T']	(1, 0, 1, 0)	4	NN
15882	uxorious	['AH0', 'ZH', 'OW1', 'R', 'AH0', 'S']	(0, 1, 0)	3	JJ
15883	uzziel	['UW1', 'ZZ', 'IY0', 'L']	(1, 0)	2	NN
15884	vacancies	['V', 'EY1', 'K', 'AH0', 'N', 'S', 'IY0', 'Z']	(1, 0, 1)	3	NNS
15885	vacancy	['V', 'EY1', 'K', 'AH0', 'N', 'S', 'IY0']	(1, 0, 1)	3	NN
15886	vacant	['V', 'EY1', 'K', 'AH0', 'N', 'T']	(1, 0)	2	NN
15887	vacation	['V', 'EY0', 'K', 'EY1', 'SH', 'AH0', 'N']	(0, 1, 0)	3	NN
15888	vacationing	['V', 'EY0', 'K', 'EY1', 'SH', 'AH0', 'N', 'IH0', 'NG']	(0, 1, 0, 1)	4	VBG
15889	vaccinated	['V', 'AE1', 'K', 'S', 'AH0', 'N', 'EY0', 'T', 'IH0', 'D']	(1, 0, 1, 0)	4	VBN
15890	vacuity	['V', 'AA1', 'SH', 'IH0', 'T', 'IY0']	(1, 0, 1)	3	NN
15891	vacuous	['V', 'AE1', 'K', 'Y', 'UW0', 'AH0', 'S']	(1, 0, 1)	3	JJ
15892	vacuum	['V', 'AE1', 'K', 'Y', 'UW0', 'M']	(1, 0)	2	NN
15893	vagabond	['V', 'AE1', 'G', 'AH0', 'B', 'AA0', 'N', 'D']	(1, 0, 1)	3	NN
15894	vagaries	['V', 'EY1', 'G', 'ER0', 'IY0', 'Z']	(1, 0, 1)	3	NNS
15895	vain	['V', 'EY1', 'N']	(1,)	1	NN
15896	vainly	['V', 'EY1', 'N', 'L', 'IY0']	(1, 0)	2	RB
15897	valdarno	['V', 'AH0', 'L', 'D', 'AA1', 'R', 'N', 'AH0']	(0, 1, 0)	3	NN
15898	vale	['V', 'EY1', 'L']	(1,)	1	NP
15899	vales	['V', 'EY1', 'L', 'Z']	(1,)	1	NNS
15900	valid	['V', 'AE1', 'L', 'AH0', 'D']	(1, 0)	2	JJ
15901	valley	['V', 'AE1', 'L', 'IY0']	(1, 0)	2	NN
15902	valleys	['V', 'AE1', 'L', 'IY0', 'Z']	(1, 0)	2	NNS
15903	vallombrosa	['V', 'AA1', 'IY0', 'AH0', 'M', 'B', 'R', 'OW0', 'S', 'AH0']	(1, 0, 1, 0, 1)	5	NN
15904	valour	['V', 'AE1', 'L', 'AW1', 'R']	(1, 0)	2	NN
15905	valuable	['V', 'AE1', 'L', 'Y', 'AH0', 'B', 'AH0', 'L']	(1, 0, 1)	3	JJ
15906	value	['V', 'AE1', 'L', 'Y', 'UW0']	(1, 0)	2	NN
15907	valued	['V', 'AE1', 'L', 'Y', 'UW0', 'D']	(1, 0)	2	VBN
15908	values	['V', 'AE1', 'L', 'Y', 'UW0', 'Z']	(1, 0)	2	NNS
15909	valves	['V', 'AE1', 'L', 'V', 'Z']	(1,)	1	NNS
15910	vampire	['V', 'AE1', 'M', 'P', 'AY0', 'R']	(1, 0)	2	NN
15911	vampires	['V', 'AE1', 'M', 'P', 'AY0', 'R', 'Z']	(1, 0)	2	NNS
15912	van	['V', 'AE1', 'N']	(1,)	1	NN
15913	vane	['V', 'EY1', 'N']	(1,)	1	NN
15914	vanguard	['V', 'AE1', 'N', 'G', 'AA2', 'R', 'D']	(1, 0)	2	NN
15915	vanish	['V', 'AE1', 'N', 'IH0', 'SH']	(1, 0)	2	NN
15916	vanished	['V', 'AE1', 'N', 'IH0', 'SH', 'T']	(1, 0)	2	VBD
15917	vanishes	['V', 'AE1', 'N', 'IH0', 'SH', 'IH0', 'Z']	(1, 0, 1)	3	VBZ
15918	vanishing	['V', 'AE1', 'N', 'IH0', 'SH', 'IH0', 'NG']	(1, 0, 1)	3	VBG
15919	vanity	['V', 'AE1', 'N', 'AH0', 'T', 'IY0']	(1, 0, 1)	3	NN
15920	vanquish	['V', 'AE1', 'NG', 'K', 'W', 'IH0', 'SH']	(1, 0)	2	NN
15921	vanquished	['V', 'AE1', 'NG', 'K', 'W', 'IH0', 'SH', 'T']	(1, 0)	2	NNS
15922	vanquisher	['V', 'AA1', 'N', 'CH', 'IH0', 'SH', 'EH1', 'R']	(1, 0, 1)	3	NN
15923	vans	['V', 'AE1', 'N', 'Z']	(1,)	1	NNS
15924	vapor	['V', 'EY1', 'P', 'ER0']	(1, 0)	2	NN
15925	vaporous	['V', 'AA1', 'P', 'OW1', 'R', 'AW1', 'S']	(1, 0, 1)	3	JJ
15926	vapour	['V', 'AE1', 'P', 'AW1', 'R']	(1, 0)	2	NN
15927	vapours	['V', 'AA1', 'P', 'AW1', 'R', 'S']	(1, 0)	2	NNS
15928	variable	['V', 'EH1', 'R', 'IY0', 'AH0', 'B', 'AH0', 'L']	(1, 0, 1, 0)	4	JJ
15929	variation	['V', 'EH2', 'R', 'IY0', 'EY1', 'SH', 'AH0', 'N']	(1, 0, 1, 0)	4	NN
15930	varied	['V', 'EH1', 'R', 'IY0', 'D']	(1, 0)	2	VBN
15931	variety	['V', 'ER0', 'AY1', 'AH0', 'T', 'IY0']	(0, 1, 0, 1)	4	NN
15932	various	['V', 'EH1', 'R', 'IY0', 'AH0', 'S']	(1, 0, 1)	3	JJ
15933	variously	['V', 'EH1', 'R', 'IY0', 'AH0', 'S', 'L', 'IY0']	(1, 0, 1, 0)	4	RB
15934	varnished	['V', 'AA1', 'R', 'N', 'IH0', 'SH', 'T']	(1, 0)	2	NNS
15935	vary	['V', 'EH1', 'R', 'IY0']	(1, 0)	2	VB
15936	varying	['V', 'EH1', 'R', 'IY0', 'IH0', 'NG']	(1, 0, 1)	3	VBG
15937	vase	['V', 'EY1', 'S']	(1,)	1	NN
15938	vases	['V', 'EY1', 'S', 'AH0', 'Z']	(1, 0)	2	NNS
15939	vassal	['V', 'AE1', 'S', 'AH0', 'L']	(1, 0)	2	NN
15940	vassalage	['V', 'AH0', 'SH', 'AA1', 'L', 'AE1', 'JH']	(0, 1, 0)	3	NN
15941	vassals	['V', 'AE1', 'S', 'AH0', 'L', 'Z']	(1, 0)	2	NNS
15942	vast	['V', 'AE1', 'S', 'T']	(1,)	1	JJ
15943	vaster	['V', 'AH0', 'S', 'T', 'AH0', 'R']	(0, 1)	2	JJR
15944	vastness	['V', 'AE1', 'S', 'T', 'N', 'AH0', 'S']	(1, 0)	2	NN
15945	vats	['V', 'AE1', 'T', 'S']	(1,)	1	NNS
15946	vault	['V', 'AO1', 'L', 'T']	(1,)	1	NN
15947	vaulted	['V', 'AO1', 'L', 'T', 'AH0', 'D']	(1, 0)	2	VBN
15948	vaults	['V', 'AO1', 'L', 'T', 'S']	(1,)	1	NNS
15949	vaunted	['V', 'AO1', 'N', 'T', 'IH0', 'D']	(1, 0)	2	VBN
15950	vaunting	['V', 'AO1', 'N', 'T', 'IH1', 'NG']	(1, 0)	2	VBG
15951	vaunts	['V', 'AO1', 'N', 'T', 'S']	(1,)	1	NNS
15952	vcr	['V', 'CH', 'R']	()	0	NN
15953	veer	['V', 'IH1', 'R']	(1,)	1	VB
15954	veers	['V', 'IH1', 'R', 'Z']	(1,)	1	NNS
15955	vegetable	['V', 'EH1', 'JH', 'T', 'AH0', 'B', 'AH0', 'L']	(1, 0, 1)	3	NN
15956	vegetation	['V', 'EH2', 'JH', 'AH0', 'T', 'EY1', 'SH', 'AH0', 'N']	(1, 0, 1, 0)	4	NN
15957	vehemence	['V', 'IY1', 'AH0', 'M', 'AH0', 'N', 'S']	(1, 0, 1)	3	NN
15958	vehement	['V', 'IY1', 'AH0', 'M', 'AH0', 'N', 'T']	(1, 0, 1)	3	NN
15959	vehicle	['V', 'IY1', 'HH', 'IH0', 'K', 'AH0', 'L']	(1, 0, 1)	3	NN
15960	veil	['V', 'EY1', 'L']	(1,)	1	NN
15961	veild	['V', 'AY1', 'L', 'D']	(1,)	1	NN
15962	veiled	['V', 'EY1', 'L', 'D']	(1,)	1	VBN
15963	veils	['V', 'EY1', 'L', 'Z']	(1,)	1	NNS
15964	vein	['V', 'EY1', 'N']	(1,)	1	NN
15965	veins	['V', 'EY1', 'N', 'Z']	(1,)	1	NNS
15966	vellum	['V', 'IH0', 'Y', 'AH1', 'M']	(0, 1)	2	NN
15967	velocity	['V', 'AH0', 'L', 'AA1', 'S', 'AH0', 'T', 'IY0']	(0, 1, 0, 1)	4	NN
15968	velvet	['V', 'EH1', 'L', 'V', 'AH0', 'T']	(1, 0)	2	NN
15969	velvety	['V', 'EH1', 'L', 'V', 'AH0', 'T', 'IY0']	(1, 0, 1)	3	JJ
15970	venerable	['V', 'EH1', 'N', 'ER0', 'AH0', 'B', 'AH0', 'L']	(1, 0, 1, 0)	4	JJ
15971	venerate	['V', 'EH1', 'N', 'ER0', 'EY2', 'T']	(1, 0, 1)	3	NN
15972	venetian	['V', 'AH0', 'N', 'IY1', 'SH', 'AH0', 'N']	(0, 1, 0)	3	JJ
15973	vengeance	['V', 'EH1', 'N', 'JH', 'AH0', 'N', 'S']	(1, 0)	2	NN
15974	vengeful	['V', 'EH1', 'N', 'JH', 'F', 'AH0', 'L']	(1, 0)	2	NN
15975	venial	['V', 'EH1', 'N', 'AH0', 'L']	(1, 0)	2	NN
15976	venice	['V', 'EH1', 'N', 'AH0', 'S']	(1, 0)	2	NP
15977	venom	['V', 'EH1', 'N', 'AH0', 'M']	(1, 0)	2	NN
15978	venomous	['V', 'EH1', 'N', 'AH0', 'M', 'AH0', 'S']	(1, 0, 1)	3	JJ
15979	vent	['V', 'EH1', 'N', 'T']	(1,)	1	VB
15980	venture	['V', 'EH1', 'N', 'CH', 'ER0']	(1, 0)	2	NN
15981	ventured	['V', 'EH1', 'N', 'CH', 'ER0', 'D']	(1, 0)	2	VBN
15982	venturing	['V', 'EH1', 'N', 'CH', 'ER0', 'IH0', 'NG']	(1, 0, 1)	3	VBG
15983	venturous	['V', 'AH0', 'N', 'T', 'AH0', 'R', 'AW1', 'S']	(0, 1, 0)	3	JJ
15984	verb	['V', 'ER1', 'B']	(1,)	1	NN
15985	verdant	['V', 'ER1', 'D', 'AH0', 'N', 'T']	(1, 0)	2	NN
15986	verdure	['V', 'EH1', 'R', 'D', 'AH1', 'R']	(1, 0)	2	NN
15987	verdurous	['V', 'EH1', 'R', 'D', 'AH0', 'R', 'AW1', 'S']	(1, 0, 1)	3	JJ
15988	verge	['V', 'ER1', 'JH']	(1,)	1	NN
15989	verified	['V', 'EH1', 'R', 'AH0', 'F', 'AY2', 'D']	(1, 0, 1)	3	VBN
15990	vermilion	['V', 'ER0', 'M', 'IH1', 'L', 'Y', 'AH0', 'N']	(0, 1, 0)	3	NN
15991	vermin	['V', 'ER1', 'M', 'IH0', 'N']	(1, 0)	2	NN
15992	vernal	['V', 'ER1', 'N', 'AH0', 'L']	(1, 0)	2	JJ
15993	vernant	['V', 'AH0', 'R', 'N', 'AH0', 'N', 'T']	(0, 1)	2	NN
15994	vernon	['V', 'ER1', 'N', 'AH0', 'N']	(1, 0)	2	NN
15995	verse	['V', 'ER1', 'S']	(1,)	1	NN
15996	verses	['V', 'ER1', 'S', 'AH0', 'Z']	(1, 0)	2	NNS
15997	versus	['V', 'ER1', 'S', 'AH0', 'S']	(1, 0)	2	NN
15998	vertumnus	['V', 'AH0', 'R', 'T', 'AH0', 'M', 'N', 'UW1', 'S']	(0, 1, 0)	3	NN
15999	very	['V', 'EH1', 'R', 'IY0']	(1, 0)	2	RB
16000	vessel	['V', 'EH1', 'S', 'AH0', 'L']	(1, 0)	2	NN
16001	vessels	['V', 'EH1', 'S', 'AH0', 'L', 'Z']	(1, 0)	2	NNS
16002	vest	['V', 'EH1', 'S', 'T']	(1,)	1	NN
16003	vested	['V', 'EH1', 'S', 'T', 'AH0', 'D']	(1, 0)	2	VBN
16004	vestments	['V', 'IH0', 'S', 'T', 'M', 'EH1', 'N', 'T', 'S']	(0, 1)	2	NNS
16005	vesuvius	['V', 'AH0', 'S', 'UW1', 'V', 'IY0', 'AH0', 'S']	(0, 1, 0, 1)	4	NN
16006	veto	['V', 'IY1', 'T', 'OW0']	(1, 0)	2	NN
16007	vevay	['V', 'EH1', 'V', 'EY0']	(1, 0)	2	NP
16008	vex	['V', 'EH1', 'K', 'S']	(1,)	1	NN
16009	vexed	['V', 'EH1', 'K', 'S', 'T']	(1,)	1	NN
16010	via	['V', 'AY1', 'AH0']	(1, 0)	2	IN
16011	viand	['V', 'AH0', 'N', 'D']	(0,)	1	NN
